C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0000.jpg;dataset\leopard\0000.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0001.jpg;dataset\leopard\0001.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0002.jpg;dataset\leopard\0002.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0003.jpg;dataset\leopard\0003.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0004.jpg;dataset\leopard\0004.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0005.jpg;dataset\leopard\0005.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0006.jpg;dataset\leopard\0006.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0007.jpg;dataset\leopard\0007.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0008.jpg;dataset\leopard\0008.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0009.jpg;dataset\leopard\0009.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0010.jpg;dataset\leopard\0010.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0011.jpg;dataset\leopard\0011.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0012.jpg;dataset\leopard\0012.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0013.jpg;dataset\leopard\0013.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0014.jpg;dataset\leopard\0014.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0015.jpg;dataset\leopard\0015.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0016.jpg;dataset\leopard\0016.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0017.jpg;dataset\leopard\0017.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0018.jpg;dataset\leopard\0018.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0019.jpg;dataset\leopard\0019.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0020.jpg;dataset\leopard\0020.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0021.jpg;dataset\leopard\0021.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0022.jpg;dataset\leopard\0022.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0023.jpg;dataset\leopard\0023.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0024.jpg;dataset\leopard\0024.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0025.jpg;dataset\leopard\0025.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0026.jpg;dataset\leopard\0026.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0027.jpg;dataset\leopard\0027.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0028.jpg;dataset\leopard\0028.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0029.jpg;dataset\leopard\0029.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0030.jpg;dataset\leopard\0030.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0031.jpg;dataset\leopard\0031.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0032.jpg;dataset\leopard\0032.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0033.jpg;dataset\leopard\0033.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0034.jpg;dataset\leopard\0034.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0035.jpg;dataset\leopard\0035.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0036.jpg;dataset\leopard\0036.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0037.jpg;dataset\leopard\0037.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0038.jpg;dataset\leopard\0038.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0039.jpg;dataset\leopard\0039.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0040.jpg;dataset\leopard\0040.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0041.jpg;dataset\leopard\0041.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0042.jpg;dataset\leopard\0042.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0043.jpg;dataset\leopard\0043.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0044.jpg;dataset\leopard\0044.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0045.jpg;dataset\leopard\0045.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0046.jpg;dataset\leopard\0046.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0047.jpg;dataset\leopard\0047.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0048.jpg;dataset\leopard\0048.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0049.jpg;dataset\leopard\0049.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0050.jpg;dataset\leopard\0050.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0051.jpg;dataset\leopard\0051.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0052.jpg;dataset\leopard\0052.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0053.jpg;dataset\leopard\0053.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0054.jpg;dataset\leopard\0054.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0055.jpg;dataset\leopard\0055.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0056.jpg;dataset\leopard\0056.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0057.jpg;dataset\leopard\0057.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0058.jpg;dataset\leopard\0058.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0059.jpg;dataset\leopard\0059.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0060.jpg;dataset\leopard\0060.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0061.jpg;dataset\leopard\0061.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0062.jpg;dataset\leopard\0062.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0063.jpg;dataset\leopard\0063.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0064.jpg;dataset\leopard\0064.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0065.jpg;dataset\leopard\0065.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0066.jpg;dataset\leopard\0066.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0067.jpg;dataset\leopard\0067.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0068.jpg;dataset\leopard\0068.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0069.jpg;dataset\leopard\0069.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0070.jpg;dataset\leopard\0070.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0071.jpg;dataset\leopard\0071.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0072.jpg;dataset\leopard\0072.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0073.jpg;dataset\leopard\0073.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0074.jpg;dataset\leopard\0074.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0075.jpg;dataset\leopard\0075.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0076.jpg;dataset\leopard\0076.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0077.jpg;dataset\leopard\0077.jpg;leopard
C:\Users\kiril\Desktop\Lab5AP\dataset\leopard\0078.jpg;dataset\leopard\0078.jpg;leopard
